gene	length	gene_name	description	gene_biotype	D07G	D07G.floating	D13A	D13A.floating
ENSG00000175115	9037	PACS1	phosphofurin acidic cluster sorting protein 1 	protein_coding	4.39439017408171	6.99936680364129	4.68095844731066	3.15841274867097
ENSG00000255320	397	AP000759.1	novel transcript	antisense	0.172996826509641	0.501702839226303	1.00117601599763	1.90116587245172
ENSG00000174996	5479	KLC2	kinesin light chain 2 	protein_coding	1.59439855896367	5.15620937833415	2.29234180943552	1.52684046875408
ENSG00000174903	2007	RAB1B	RAB1B, member RAS oncogene family 	protein_coding	66.5245793420836	202.898567707127	83.9938331232259	77.5349764812739
ENSG00000245156	2792	AP001107.1	novel transcript	lincRNA	0.0314386485521342	0.152017311455561	0.0386287081877401	0.0842041815613281
ENSG00000174851	2370	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein 	protein_coding	7.59474486708707	17.9290473476501	10.0553866963262	8.06687749034084
ENSG00000174807	2558	CD248	CD248 molecule 	protein_coding	98.2983699402135	253.04579783101	142.080046786977	79.1038271938973
ENSG00000174791	5469	RIN1	Ras and Rab interactor 1 	protein_coding	0.681139778784055	0.675905818324335	0.682746944695961	0.313137038642774
ENSG00000174744	2514	BRMS1	BRMS1, transcriptional repressor and anoikis regulator 	protein_coding	4.96169039384185	14.9400546984554	6.81584651763187	5.52518851475714
ENSG00000174684	2072	B4GAT1	beta-1,4-glucuronyltransferase 1 	protein_coding	4.4636542231557	7.5208789909043	5.27840845982145	4.86305413578808
ENSG00000255468	2552	AP001107.9		antisense	0.655577345485169	1.34183314069628	0.816436447381686	0.973485665284555
ENSG00000174669	2720	SLC29A2	solute carrier family 29 member 2 	protein_coding	1.75843320493746	4.75961661800121	2.33955622919567	1.782047249193
ENSG00000254510	1330	AP001107.5		processed_transcript	0.289050331274032	0.0691458092931435	0.46743862663049	0.260651150129591
ENSG00000174547	2539	MRPL11	mitochondrial ribosomal protein L11 	protein_coding	3.76059345092567	6.76800042143072	4.20653574569661	4.89537574454609
ENSG00000174516	3926	PELI3	pellino E3 ubiquitin protein ligase family member 3 	protein_coding	0.824288507590686	1.78480470459145	1.24937079592905	0.903960352010644
ENSG00000255517	2057	AP002748.3		antisense	0.330846081824583	1.4662188939431	0.653326512666219	0.589904898231167
ENSG00000254986	3977	DPP3	dipeptidyl peptidase 3 	protein_coding	3.80007390944924	12.3288693625173	5.4779390652546	5.91109593880507
ENSG00000174483	6145	BBS1	Bardet-Biedl syndrome 1 	protein_coding	0.114631090720086	0.0473151454337341	0.114257507654117	0.0442156070831834
ENSG00000174165	6266	ZDHHC24	zinc finger DHHC-type containing 24 	protein_coding	1.41370518822091	2.47329803039174	1.569574217374	1.45280729570757
ENSG00000174080	2896	CTSF	cathepsin F 	protein_coding	8.58273763277185	16.7644036184929	7.71243042826593	7.12833440290017
ENSG00000182791	2908	CCDC87	coiled-coil domain containing 87 	protein_coding	0.0487981788908708	0.0801756960484982	0.068560962253689	0.0763245557889342
ENSG00000173992	2474	CCS	copper chaperone for superoxide dismutase 	protein_coding	3.55599645410321	10.3017161959171	4.54554420027481	3.32510372399805
ENSG00000239306	3937	RBM14	RNA binding motif protein 14 	protein_coding	4.57233095947157	7.7988232006499	5.17800296991941	4.27341842313908
ENSG00000248643	2577	RBM14-RBM4	RBM14-RBM4 readthrough 	protein_coding	0.0847144959125647	0.0697593540542786	0.0915620828268772	0.0615672885063706
ENSG00000173933	6589	RBM4	RNA binding motif protein 4 	protein_coding	2.13811643112892	2.1914360216233	1.90618119017296	2.16274136721002
ENSG00000173914	4325	RBM4B	RNA binding motif protein 4B 	protein_coding	3.00533737966614	4.20985875280171	2.92996465886376	3.35446759782237
ENSG00000173898	9642	SPTBN2	spectrin beta, non-erythrocytic 2 	protein_coding	0.0135986279354469	0.0618023512656493	0.0280142472163226	0.0296205284966018
ENSG00000173715	3765	C11orf80	chromosome 11 open reading frame 80 	protein_coding	0.39488962095014	0.38156686705315	0.379776676237268	0.29925247664646
ENSG00000173653	2995	RCE1	Ras converting CAAX endopeptidase 1 	protein_coding	1.0237341014022	1.67831036688904	1.16830321948788	0.717896774292453
ENSG00000173599	5927	PC	pyruvate carboxylase 	protein_coding	8.45525970381857	60.721132130456	20.4073195367016	25.9115890349989
ENSG00000173621	2828	LRFN4	leucine rich repeat and fibronectin type III domain containing 4 	protein_coding	0.994762590454907	2.40396330621138	1.61722286389695	0.450885144067124
ENSG00000173227	10830	SYT12	synaptotagmin 12 	protein_coding	0.0635611833801845	0.108318691808557	0.102715460237741	0.0503951323743582
ENSG00000173156	1265	RHOD	ras homolog family member D 	protein_coding	1.21546884676204	4.03079078507464	2.51229666617363	1.85616320038248
ENSG00000173120	10380	KDM2A	lysine demethylase 2A 	protein_coding	8.43102802077264	8.31824280777736	8.00883103293914	6.46704567481342
ENSG00000173020	6665	GRK2	G protein-coupled receptor kinase 2 	protein_coding	1.40805512865124	2.757427250602	1.78649967537937	1.19848572353957
ENSG00000172932	6643	ANKRD13D	ankyrin repeat domain 13D 	protein_coding	0.872280629113539	1.24348516663639	1.23048594978006	0.53610389712819
ENSG00000172830	3641	SSH3	slingshot protein phosphatase 3 	protein_coding	1.0561160673471	2.17438832380266	1.15831296433415	0.892624065289679
ENSG00000172613	4169	RAD9A	RAD9 checkpoint clamp component A 	protein_coding	0.444616285395432	0.847499138916639	0.783290965674753	0.342339709921381
ENSG00000175482	3049	POLD4	DNA polymerase delta 4, accessory subunit 	protein_coding	1.25787778217704	4.34210514008534	2.48783301194063	1.605795080796
ENSG00000175505	1975	CLCF1	cardiotrophin like cytokine factor 1 	protein_coding	1.53935100990382	0.481570337211038	1.53247280663878	0.592938625932337
ENSG00000172531	2711	PPP1CA	protein phosphatase 1 catalytic subunit alpha 	protein_coding	11.7475199943068	29.5192138924548	14.1130852119424	13.7528172198348
ENSG00000175634	5822	RPS6KB2	ribosomal protein S6 kinase B2 	protein_coding	1.65752156897988	4.8876852595758	2.45123252924017	1.86179537069309
ENSG00000172725	5327	CORO1B	coronin 1B 	protein_coding	2.39945528502896	10.6459892958575	3.40215480762532	2.19631933213245
ENSG00000172663	5892	TMEM134	transmembrane protein 134 	protein_coding	0.442630565556592	1.32895210829477	0.688840204277255	0.467967989112855
ENSG00000110711	1640	AIP	aryl hydrocarbon receptor interacting protein 	protein_coding	9.47911598969906	25.6291091171669	10.8874259147553	9.77281468011088
ENSG00000110697	6449	PITPNM1	phosphatidylinositol transfer protein membrane associated 1 	protein_coding	0.763837033318694	3.34985851238913	1.1615120563378	0.836998015279334
ENSG00000167797	2019	CDK2AP2	cyclin dependent kinase 2 associated protein 2 	protein_coding	1.57490659096206	7.49934985701214	5.04182073309366	2.47622412865051
ENSG00000084207	1911	GSTP1	glutathione S-transferase pi 1 	protein_coding	21.11197461361	94.4952573290628	43.8083488100782	35.8260494427407
ENSG00000167792	5057	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1 	protein_coding	6.84364391464023	36.5925811675029	11.9599274788542	10.994614896059
ENSG00000167799	1475	NUDT8	nudix hydrolase 8 	protein_coding	0.362149274373396	3.36321893870852	0.779482141382348	0.906841051643217
ENSG00000132746	3235	ALDH3B2	aldehyde dehydrogenase 3 family member B2 	protein_coding	0.0166344385102739	0.232294768274316	0.302764336553325	0.61606923240082
ENSG00000160172	3402	FAM86C2P	family with sequence similarity 86 member C2, pseudogene 	transcribed_unprocessed_pseudogene	0.400730238761765	1.13150639291655	0.469038303196513	0.507069303130252
ENSG00000110057	3548	UNC93B1	unc-93 homolog B1, TLR signaling regulator 	protein_coding	0.57525150901129	1.50894293869514	0.765990192918987	0.413730231957499
ENSG00000006534	6626	ALDH3B1	aldehyde dehydrogenase 3 family member B1 	protein_coding	0.721334322815809	1.02692413203693	0.691397904114228	0.467722055376281
ENSG00000110717	4523	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8 	protein_coding	1.49165099381633	9.96287896525249	2.96125907548268	2.75301679577164
ENSG00000110719	4384	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 	protein_coding	1.018739530951	1.54079940773634	1.22506009006661	0.486274649006923
ENSG00000255031	1209	AP002807.1	novel transcript, antisense to CHKA	antisense	0.58601422657393	0.148657103170036	0.366808444528502	0.0226286658095729
ENSG00000110721	3877	CHKA	choline kinase alpha 	protein_coding	1.72742850224656	1.95523572488581	4.21471696722407	2.69638898522493
ENSG00000110066	8632	KMT5B	lysine methyltransferase 5B 	protein_coding	3.46997395688806	1.85876763447454	3.27407885518019	3.07783006817036
ENSG00000171067	3406	C11orf24	chromosome 11 open reading frame 24 	protein_coding	6.8360511633567	6.91762764983491	9.42143381551951	4.22040721011552
ENSG00000162337	6164	LRP5	LDL receptor related protein 5 	protein_coding	2.15023334636107	5.74858770147885	3.14790929174626	1.83876140847837
ENSG00000110075	8305	PPP6R3	protein phosphatase 6 regulatory subunit 3 	protein_coding	10.3401968195635	6.73871906443783	8.96929522787168	9.53172414122249
ENSG00000110090	6565	CPT1A	carnitine palmitoyltransferase 1A 	protein_coding	1.93403405604242	0.408921522545087	2.16435935107722	1.30966012038306
ENSG00000250508	3252	AP000808.1		lincRNA	0.0440948267657692	0.209172699189346	0.0124993935191485	0.033755487838137
ENSG00000197345	2825	MRPL21	mitochondrial ribosomal protein L21 	protein_coding	4.85078332593732	13.6384483439599	4.15728345963042	5.50127577538928
ENSG00000132740	6465	IGHMBP2	immunoglobulin mu DNA binding protein 2 	protein_coding	0.61144485153027	1.30040755456969	1.0129943786709	0.750393766458935
ENSG00000261625	1284	AP003071.4	novel transcript, overlapping to MRGPRF	sense_overlapping	0.823348898347582	0.280494244261578	0.267703161445372	0.175647498360526
ENSG00000172935	2746	MRGPRF	MAS related GPR family member F 	protein_coding	2.56967774484893	1.39042639696488	3.09196795964304	1.49133706466995
ENSG00000256508	2137	MRGPRF-AS1	MRGPRF antisense RNA 1 	antisense	0.0927766149125428	0.0874041257132616	0.136364193067269	0.0794875115481881
ENSG00000162341	10283	TPCN2	two pore segment channel 2 	protein_coding	0.821033881330195	1.16001797359424	0.99865517928293	0.745981673330933
ENSG00000172927	3760	MYEOV	myeloma overexpressed 	protein_coding	0.211770526513573	0.162657312609917	0.333316282430304	0.168785458738753
ENSG00000110092	4830	CCND1	cyclin D1 	protein_coding	79.5288553119165	63.4382241511603	73.2459962520028	64.4266758430834
ENSG00000149716	7872	LTO1	LTO1, ABCE1 maturation factor 	protein_coding	1.13484277496494	0.815821552597625	1.28106566480415	0.695247159389048
ENSG00000168040	1841	FADD	Fas associated via death domain 	protein_coding	11.4881975811908	21.3581330044877	13.348649403417	13.4483188143359
ENSG00000131626	11704	PPFIA1	PTPRF interacting protein alpha 1 	protein_coding	3.0726062412735	2.33621284872807	3.21101689952066	2.42862456210112
ENSG00000246889	3078	AP000487.1	novel transcript	antisense	0.0864925546952685	0.0725200567714219	0.10649204045973	0.0920570962486243
ENSG00000085733	6949	CTTN	cortactin 	protein_coding	23.3092775623127	16.3399471335143	23.1825386287227	14.4236913241333
ENSG00000162105	18775	SHANK2	SH3 and multiple ankyrin repeat domains 2 	protein_coding	0.192792807499647	0.0127928294334482	0.174090519336903	0.0575285350307381
ENSG00000172893	4160	DHCR7	7-dehydrocholesterol reductase 	protein_coding	10.5564156416602	49.2300913686417	21.4987146600597	25.2204110050742
ENSG00000254682	680	AP002387.1	novel transcript	antisense	0.28583830423213	0.955115849600686	1.13432016337359	1.15015571681415
ENSG00000172890	16263	NADSYN1	NAD synthetase 1 	protein_coding	1.55287417008086	2.62957615677875	1.624225794564	1.01738038144651
ENSG00000158483	2972	FAM86C1	family with sequence similarity 86 member C1 	protein_coding	1.17070634559632	2.45802024340249	1.125925134714	1.27263964331924
ENSG00000254469	3651	AP002495.1	Putative short transient receptor potential channel 2-like protein  	protein_coding	0.304435385549729	0.210312987293566	0.208571671929648	0.24407933252708
ENSG00000137522	3567	RNF121	ring finger protein 121 	protein_coding	5.45722551561065	7.88310574911559	6.29733313945717	4.85505938407624
ENSG00000137496	4323	IL18BP	interleukin 18 binding protein 	protein_coding	0.340531332461585	0.0936642823754036	0.310417938458068	0.0796129977256281
ENSG00000137497	15224	NUMA1	nuclear mitotic apparatus protein 1 	protein_coding	4.56155020021814	10.7107129973244	5.10913358837651	4.2545671078047
ENSG00000251143	4233	AP002490.1		antisense	0.0521938407625694	0.108961113321684	0.0936535011199277	0.078232103010435
ENSG00000184154	6249	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing 	protein_coding	0.259102831391234	0.389138571340378	0.301971615586273	0.341429061101291
ENSG00000149357	2778	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 	protein_coding	22.6237930703211	69.9085926821736	31.1809970733304	39.6096079685059
ENSG00000110200	2883	ANAPC15	anaphase promoting complex subunit 15 	protein_coding	5.39784866185881	13.8857337819746	7.2816124087999	9.1734339628168
ENSG00000110195	1648	FOLR1	folate receptor 1 	protein_coding	0.219884789861055	1.33658100957315	0.440893531559271	0.882190241791486
ENSG00000165458	6519	INPPL1	inositol polyphosphate phosphatase like 1 	protein_coding	7.16294651449916	11.3567403302092	9.31735064593265	5.21538123801873
ENSG00000162129	12428	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin 	protein_coding	1.70574080455891	3.366490706913	1.82785665784992	2.29780288649528
ENSG00000186635	9056	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 	protein_coding	4.02995477891531	7.74634658506773	4.42587592980973	3.40119652931351
ENSG00000214530	3710	STARD10	StAR related lipid transfer domain containing 10 	protein_coding	0.301334971002465	0.583667340714573	0.376532326720502	0.293843009630893
ENSG00000285693	1299	AP002381.2	Novel transcript	lincRNA	0.122672860980699	0.507391845923431	0.236033011693552	0.207644241365794
ENSG00000168010	8617	ATG16L2	autophagy related 16 like 2 	protein_coding	0.323587485517381	0.110242533962761	0.244121910333764	0.0557787564432907
ENSG00000137478	5188	FCHSD2	FCH and double SH3 domains 2 	protein_coding	5.20885677667149	1.73717799242885	3.61554251229345	2.58557555673757
ENSG00000257038	1695	AP002761.3	novel transcript	antisense	0.335903027868941	0.596200652673672	0.53855995778671	0.403630799609454
ENSG00000110237	9908	ARHGEF17	Rho guanine nucleotide exchange factor 17 	protein_coding	3.47362194609406	4.48324899774459	4.7284862906852	2.38157524719086
ENSG00000054967	6322	RELT	RELT, TNF receptor 	protein_coding	0.105016771517082	0.121701881883878	0.165698941819562	0.0972106889433038
ENSG00000054965	7887	FAM168A	family with sequence similarity 168 member A 	protein_coding	9.88761178405816	9.6110018618219	7.57742447661992	8.4372103053977
ENSG00000021300	4933	PLEKHB1	pleckstrin homology domain containing B1 	protein_coding	0.0245354246262408	0.0994373982639565	0.0296738318303137	0.0510038480288662
ENSG00000175582	4896	RAB6A	RAB6A, member RAS oncogene family 	protein_coding	27.291103618227	14.0237243127381	27.244711392543	25.4489143388814
ENSG00000256034	428	AP002770.1	novel transcript	antisense	1.60277987793479	1.61932681364318	1.41458269099119	1.22006750057853
ENSG00000175581	4386	MRPL48	mitochondrial ribosomal protein L48 	protein_coding	2.08571961074206	3.03878904821412	2.22071647045248	2.53548250954026
ENSG00000181924	2246	COA4	cytochrome c oxidase assembly factor 4 homolog 	protein_coding	8.03579886271888	29.188071490043	11.067289029887	14.1215080880513
ENSG00000175575	7937	PAAF1	proteasomal ATPase associated factor 1 	protein_coding	1.40020997959357	2.64172609283156	1.99058912373076	3.00610525055907
ENSG00000255847	1412	AP003717.1	novel transcript	antisense	0.0485885545936233	0.126745559742663	0.406737086055654	0.199418948229041
ENSG00000175567	3237	UCP2	uncoupling protein 2 	protein_coding	8.98095331209012	48.3421048943506	19.8024349463363	34.7436164693129
ENSG00000175564	3684	UCP3	uncoupling protein 3 	protein_coding	0.0684683147408362	0.0294405890632277	0.0854844030533017	0.0772018124678545
ENSG00000168014	12571	C2CD3	C2 calcium dependent domain containing 3 	protein_coding	0.892324640763987	0.946257384003649	1.04859203721913	1.02194123662407
ENSG00000214517	7917	PPME1	protein phosphatase methylesterase 1 	protein_coding	3.47920535452422	5.71828703641082	4.60543362043007	4.48631395318665
ENSG00000149380	4009	P4HA3	prolyl 4-hydroxylase subunit alpha 3 	protein_coding	1.09635699230182	0.338249078321121	1.9414105353343	0.968758822891454
ENSG00000165434	8820	PGM2L1	phosphoglucomutase 2 like 1 	protein_coding	0.682349875457522	0.213304721720432	0.67214941285738	0.629777764845543
ENSG00000175538	3677	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3 	protein_coding	4.7447504989701	15.0148831257687	8.07164151919712	11.3416937314855
ENSG00000175536	1187	LIPT2	lipoyl(octanoyl) transferase 2 	protein_coding	0.236853270175763	0.568616256434011	0.24333223759987	0.417576410292482
ENSG00000254837	2493	AP001372.2	uncharacterized LOC100287896 	bidirectional_promoter_lncRNA	0.793031318746358	0.427198422833731	0.928474549669578	0.683358865468764
ENSG00000077514	5508	POLD3	DNA polymerase delta 3, accessory subunit 	protein_coding	1.97377964760038	1.48506174953701	1.75845961468305	2.016043964391
ENSG00000054938	3135	CHRDL2	chordin like 2 	protein_coding	0.0392043254988178	0.171712390018216	0.0738239878415694	0.124944212128567
ENSG00000227615	399	AP001324.1	ribosomal protein S12 (RPS12) pseudogene	processed_pseudogene	33.9518904412975	53.817403634433	34.5887432617952	37.1245998682474
ENSG00000166439	7823	RNF169	ring finger protein 169 	protein_coding	2.81027850529801	1.83541019156579	2.09255563917399	2.49528180711252
ENSG00000166435	9086	XRRA1	X-ray radiation resistance associated 1 	protein_coding	0.575342921523812	0.726430783462006	0.597861358363738	0.747629613968317
ENSG00000278879	1937	AP000560.1	TEC	TEC	0.113462805586777	0.0751377942139183	0.0780249575445384	0.179399905283644
ENSG00000241170	1532	AP001992.1	ribosomal protein L31 (RPL31) pseudogene	transcribed_processed_pseudogene	0.194404865872671	0.0411422329011684	0.184231461212034	0.0567070294196117
ENSG00000118363	2982	SPCS2	signal peptidase complex subunit 2 	protein_coding	27.8005974304037	33.6798362697631	31.2639884074437	35.5225636252424
ENSG00000162139	7556	NEU3	neuraminidase 3 	protein_coding	1.08978994717621	1.53064454286929	1.1528292493128	1.404682608399
ENSG00000137491	10351	SLCO2B1	solute carrier organic anion transporter family member 2B1 	protein_coding	0.0456453000869853	0.113600286183475	0.0682838020691917	0.0445996967966065
ENSG00000279117	2338	AP001972.5	TEC	TEC	7.72344226620711	29.0695971520561	11.83802842407	21.3098234833624
ENSG00000137486	5828	ARRB1	arrestin beta 1 	protein_coding	7.95595654009137	35.6718892349243	10.120951184174	19.9622429594482
ENSG00000149273	5894	RPS3	ribosomal protein S3 	protein_coding	283.96944726352	326.043516406186	205.315840760181	245.979269036267
ENSG00000207445	146	SNORD15B	small nucleolar RNA, C/D box 15B 	snoRNA	23.257875456654	20.9304759784937	14.8131768309993	29.4884521848531
ENSG00000149243	5041	KLHL35	kelch like family member 35 	protein_coding	0.0337676693674038	0.0379359107156238	0.0665339687194999	0.022757265392098
ENSG00000158555	9867	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5 	protein_coding	0.309266335962359	0.6310632297595	0.495832250367636	0.273949460832083
ENSG00000149257	6281	SERPINH1	serpin family H member 1 	protein_coding	144.898564601548	214.345580352021	208.159063700528	161.961655796964
ENSG00000255326	651	AP001922.5		antisense	0.248252226400874	0.470571878471923	0.286087254946407	0.32747082418872
ENSG00000171533	6433	MAP6	microtubule associated protein 6 	protein_coding	0.530154150123134	0.520297714641242	0.842036142946869	0.789304579485324
ENSG00000166391	4139	MOGAT2	monoacylglycerol O-acyltransferase 2 	protein_coding	0.0235151137858751	0.107371977395123	0.0246027253135079	0.0423034591820148
ENSG00000062282	7905	DGAT2	diacylglycerol O-acyltransferase 2 	protein_coding	89.1847579308085	409.907833242998	131.283300667046	192.963129079366
ENSG00000254826	842	AP001922.3	novel transcript	sense_intronic	0.674564492359087	2.29089382871102	0.548474067855129	0.751729817835941
ENSG00000254814	758	AP003031.1	novel transcript	antisense	0.180972574369816	1.80751592550832	0.462745520757779	1.02075549652772
ENSG00000198382	6352	UVRAG	UV radiation resistance associated 	protein_coding	4.37244769504226	5.08251553225467	4.64881020023227	5.1563090349135
ENSG00000085741	2401	WNT11	Wnt family member 11 	protein_coding	0.458658760329484	0.549848770347505	0.422869989767673	0.232248210934492
ENSG00000137492	7727	THAP12	THAP domain containing 12 	protein_coding	5.17841166281038	1.95738022122314	3.66304907099248	3.5567341184519
ENSG00000179240	10972	GVQW3	GVQW motif containing 3 	protein_coding	0.110008346361322	0.0793947341514788	0.0682505452798121	0.0928832684245667
ENSG00000255135	754	AP002360.1	novel transcript	lincRNA	5.94967317618052	13.6466008078512	6.59361437551888	8.16441048924582
ENSG00000158636	11783	EMSY	EMSY, BRCA2 interacting transcriptional repressor 	protein_coding	1.21588438599667	0.935592160233384	0.873419991451055	1.0457558594101
ENSG00000254810	651	AP001189.3	novel transcript	lincRNA	2.382335090084	0.475503659570329	1.6232431909527	0.715491299018965
ENSG00000137507	4459	LRRC32	leucine rich repeat containing 32 	protein_coding	14.300890969804	4.74248698271385	10.7092389169224	4.83728696590217
ENSG00000182704	4131	TSKU	tsukushi, small leucine rich proteoglycan 	protein_coding	19.2610017789257	63.1451797443668	23.1625968436859	16.9882164350596
ENSG00000255100	354	AP003119.2		antisense	1.0279082472733	2.2970794318145	1.53170119269708	1.60094869754264
ENSG00000261578	4192	AP003119.3	novel transcript, overlapping to TSKU	sense_overlapping	6.35766620954921	9.48417485628405	3.66977798314194	2.77432009170936
ENSG00000078124	8442	ACER3	alkaline ceramidase 3 	protein_coding	17.2340245082874	20.3417087065384	14.4571026269801	22.1760883027061
ENSG00000149260	6157	CAPN5	calpain 5 	protein_coding	2.86403770016647	8.82239098764146	6.22312724442863	8.07215262905199
ENSG00000137474	10147	MYO7A	myosin VIIA 	protein_coding	0.285276609310024	1.9488150254122	0.0332212874273622	0.0767968409469166
ENSG00000149269	6299	PAK1	p21 (RAC1) activated kinase 1 	protein_coding	2.17536129876384	2.27802258420915	1.93322427896946	2.50442159655822
ENSG00000074201	4592	CLNS1A	chloride nucleotide-sensitive channel 1A 	protein_coding	8.51628153747144	9.02511797818444	7.69120606771281	9.43188911976858
ENSG00000178301	2396	AQP11	aquaporin 11 	protein_coding	0.344327089067163	0.801303106558983	0.918246239084559	1.44664808259393
ENSG00000048649	15740	RSF1	remodeling and spacing factor 1 	protein_coding	2.62607457987244	1.40711095123859	2.04604904199011	2.9072248591639
ENSG00000087884	1943	AAMDC	adipogenesis associated Mth938 domain containing 	protein_coding	16.1095959239991	45.084908673866	21.9111175764339	35.0677957281787
ENSG00000149262	6074	INTS4	integrator complex subunit 4 	protein_coding	3.20438348038693	5.25053862433013	2.9840841812472	4.35414333051679
ENSG00000151364	1917	KCTD14	potassium channel tetramerization domain containing 14 	protein_coding	0.679121869280943	2.5813056628108	0.688187659211772	1.64093811228599
ENSG00000151365	1174	THRSP	thyroid hormone responsive 	protein_coding	127.41356359137	904.153206228713	271.723549472465	802.82554240387
ENSG00000151366	2652	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2 	protein_coding	8.41118964055675	15.0586307858821	9.84308132988425	14.8616413058949
ENSG00000159063	3448	ALG8	ALG8, alpha-1,3-glucosyltransferase 	protein_coding	9.4760213568857	16.060351531226	10.1496136890177	13.9597048238083
ENSG00000246174	4095	KCTD21-AS1	KCTD21 antisense RNA 1 	antisense	0.664725925103578	1.04772915468518	0.835937531292614	0.702267175155111
ENSG00000188997	4164	KCTD21	potassium channel tetramerization domain containing 21 	protein_coding	4.36413103066111	8.18772019783308	4.77047559529762	5.13785551604062
ENSG00000118369	5233	USP35	ubiquitin specific peptidase 35 	protein_coding	1.47215021895165	2.76534965689254	1.54151569009216	1.13919946459975
ENSG00000033327	6771	GAB2	GRB2 associated binding protein 2 	protein_coding	7.03612070108913	16.3860386031078	7.74521447232203	6.92604951139916
ENSG00000137513	3153	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial 	protein_coding	3.22642035206714	3.7881639121122	2.72778559231522	3.28784833318893
ENSG00000149256	16330	TENM4	teneurin transmembrane protein 4 	protein_coding	1.15390313711008	2.52706756851774	1.26767043909044	1.24065685794898
ENSG00000227097	210	RPS28P7	ribosomal protein S28 pseudogene 7 	processed_pseudogene	32.0298456131179	177.390063509697	51.5116131864372	34.2904838432068
ENSG00000137509	12798	PRCP	prolylcarboxypeptidase 	protein_coding	8.634175988656	13.3430686858252	7.98971650649426	9.28215846365935
ENSG00000165490	5339	DDIAS	DNA damage induced apoptosis suppressor 	protein_coding	0.318289009547005	0.146373032778876	0.270547592640174	0.22605439041128
ENSG00000137502	11832	RAB30	RAB30, member RAS oncogene family 	protein_coding	4.01212205132545	1.90666858944976	3.5182699325834	3.55461892995163
ENSG00000246067	2429	RAB30-AS1	RAB30 antisense RNA 1 (head to head) 	lincRNA	2.71706874569737	3.66733026445973	3.57746640086592	4.9468584676141
ENSG00000279900	452	AP001767.4	TEC	TEC	0.513457519070452	0.139446683195996	0.57119204585902	0.288500678748769
ENSG00000254965	383	C1DP5	C1D nuclear receptor corepressor pseudogene 5 	processed_pseudogene	1.17166199299257	3.90909974302975	1.84960001406565	5.9672550536081
ENSG00000165494	9951	PCF11	PCF11, cleavage and polyadenylation factor subunit 	protein_coding	4.63126936184757	2.87435951192334	4.1846189284838	3.36445413357573
ENSG00000254676	905	AP000873.4	novel transcript, sense overlapping PCF11	sense_overlapping	0.253741469237533	0.109507514823786	0.237630946425644	0.191672032764472
ENSG00000247137	2986	AP000873.2		processed_transcript	0.440221551382262	0.423449267957396	0.452590042091963	0.388750530567665
ENSG00000269939	1516	PCF11-AS1	PCF11 antisense RNA 1 	lincRNA	0.200357943365195	0.0356864980805719	0.185009004206476	0.0682046838780874
ENSG00000137494	6724	ANKRD42	ankyrin repeat domain 42 	protein_coding	1.45915129117172	1.11238698147193	1.33783936033035	1.10800185708037
ENSG00000137500	6561	CCDC90B	coiled-coil domain containing 90B 	protein_coding	5.27395997158446	4.01339090738374	5.16738145229762	6.29302875706776
ENSG00000255234	2845	AP000446.1	novel transcript, antisense to CCDC90B	antisense	0.0596312560091777	0.0635546628443961	0.0621627937372349	0.0554044334475538
ENSG00000150672	16709	DLG2	discs large MAGUK scaffold protein 2 	protein_coding	0.0530543708828538	0.0237738103534881	0.0516695774277806	0.0465800599181676
ENSG00000171204	2416	TMEM126B	transmembrane protein 126B 	protein_coding	12.6624039278883	12.3306508343558	12.6168359715656	19.3713027974448
ENSG00000171202	971	TMEM126A	transmembrane protein 126A 	protein_coding	19.6954510598495	27.6842079019792	21.6307134931243	33.2486057398754
ENSG00000137504	5587	CREBZF	CREB/ATF bZIP transcription factor 	protein_coding	5.90958505523172	1.70088187136179	4.26827399197719	2.18184472118165
ENSG00000179071	1412	CCDC89	coiled-coil domain containing 89 	protein_coding	0.92315333711419	0.745653752421345	0.650967069341746	0.700364709904132
ENSG00000137501	11258	SYTL2	synaptotagmin like 2 	protein_coding	1.14048227691266	0.14511259428152	1.33017560405274	0.935344420463236
ENSG00000279742	2387	AP000974.1	TEC	TEC	0.0774693747698377	0.0303809951470777	0.0688868264951496	0.0345527311424505
ENSG00000073921	5833	PICALM	phosphatidylinositol binding clathrin assembly protein 	protein_coding	53.1053794356064	40.1630256219657	56.2494529129374	65.2396719897562
ENSG00000074266	7016	EED	embryonic ectoderm development 	protein_coding	2.58406758495774	2.15199784714686	2.27033199552407	2.75094613496516
ENSG00000254783	742	AP003084.1	immunoglobin superfamily, member 21 (IGSF21) pseudogene	processed_pseudogene	0.794826621841453	0.696068563813391	0.671613971522748	0.754914330885307
